<b> Which operator returns true if the two compared values are not equal?</b><br><ul><li>`<>`</li><li>`~`</li><li>`==!`</li><li>`!==`</li></ul>,`!==`<br><br>[Reference Javascript Comparison Operators](https://www.w3schools.com/js/js_operators.asp)<br>
"<b> How is a forEach statement different from a for statement?</b><br><ul><li>Only a for statement uses a callback function.</li><li>A for statement is generic, but a forEach statement can be used only with an array.</li><li>Only a forEach statement lets you specify your own iterator.</li><li>A forEach statement is generic, but a for statement can be used only with an array.</li></ul>","A for statement is generic, but a forEach statement can be used only with an array.<br><br>[Reference Differences between forEach and for loop](https://www.geeksforgeeks.org/difference-between-foreach-and-for-loop-in-javascript/)<br>"
<b> Review the code below. Which statement calls the addTax function and passes </b><br><br>```js<br>function addTax(total) {<br>return total * 1.05;<br>}<br>```<br><br><ul><li>`addTax = 50;`</li><li>`return addTax 50;`</li><li>`addTax(50);`</li><li>`addTax 50;`</li></ul>,`addTax(50);`<br><br>[Reference functions in javascript](https://www.w3schools.com/js/js_functions.asp)<br>
<b> Which statement is the correct way to create a variable called rate and assign it the value </b><br><ul><li>`let rate = 100;`</li><li>`let 100 = rate;`</li><li>`100 = let rate;`</li><li>`rate = 100;`</li></ul>,`let rate = 100;`<br><br>[Reference Javascript Assignment operators](https://www.w3schools.com/js/js_operators.asp)<br>
"<b> Which statement creates a new object using the Person constructor? Which statement creates a new Person object called ""student""?</b><br><ul><li>`var student = new Person();`</li><li>`var student = construct Person;`</li><li>`var student = Person();`</li><li>`var student = construct Person();`</li></ul>",`var student = new Person();`<br><br>[Reference](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes)<br>
"<b> When would the final statement in the code shown be logged to the console? When would 'results shown' be logged to the console?</b><br><br>```js<br>let modal = document.querySelector('#result');<br>setTimeout(function () {<br>modal.classList.remove('hidden');<br>}, 10000);<br>console.log('Results shown');<br>```<br><br><ul><li>after 10 second</li><li>after results are received from the HTTP request</li><li>after 10000 seconds</li><li>immediately</li></ul>",immediately<br><br>[Reference Javascript is synchronous and single threaded](https://stackoverflow.com/a/2035662/15067394)<br>
"<b> Which snippet could you add to this code to print ""food"" to the console?</b><br><br>```js<br>class Animal {<br>static belly = [];<br>eat() {<br>Animal.belly.push('food');<br>}<br>}<br>let a = new Animal();<br>a.eat();<br>console.log(/* Snippet Here */); //Prints food<br>```<br><br><ul><li>`a.prototype.belly[0]`</li><li>`Object.getPrototype0f (a).belly[0]`</li><li>`Animal.belly[0]`</li><li>`a.belly[0]`</li></ul>",`Animal.belly[0]`<br><br>[Reference Javascript Class static Keyword](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes/static)<br>
"<b> You've written the code shown to log a set of consecutive values, but it instead results in the value </b><br><ul><li>`A````js<br>for (var i = 1; i <= 4; i++) {<br>setTimeout(function () {<br>console.log(i);<br>}, i * 10000);<br>}<br>```<br></li><li>`B````js<br>for (var i = 1; i <= 4; i++) {<br>(function (i) {<br>setTimeout(function () {<br>console.log(j);<br>}, j * 1000);<br>})(j);<br>}<br>```<br></li><li>`C````js<br>for (var i = 1; i <= 4; i++) {<br>setTimeout(function () {<br>console.log(i);<br>}, i * 1000);<br>}<br>```<br></li><li>`D````js<br>for (var i = 1; i <= 4; i++) {<br>(function (j) {<br>setTimeout(function () {<br>console.log(j);<br>}, j * 1000);<br>})(i);<br>}<br>```<br></li><li>`E````js<br>for (var j = 1; j <= 4; j++) {<br>setTimeout(function () {<br>console.log(j);<br>}, j * 1000);<br>}<br>```<br>1. [Reference setTimeout](https://developer.mozilla.org/en-US/docs/Web/API/setTimeout)<br>2. [Reference immediately invoked anonymous functions](https://www.javascripttutorial.net/javascript-anonymous-functions/)<br></li></ul>","`D````js<br>for (var i = 1; i <= 4; i++) {<br>(function (j) {<br>setTimeout(function () {<br>console.log(j);<br>}, j * 1000);<br>})(i);<br>}<br>```<br>"
<b> How does a function create a closure?</b><br><ul><li>It reloads the document whenever the value changes.</li><li>It returns a reference to a variable in its parent scope.</li><li>It completes execution without returning.</li><li>It copies a local variable to the global scope.</li></ul>,It returns a reference to a variable in its parent scope.<br><br>[Reference](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Closures)<br>
<b> Which statement creates a new function called discountPrice?</b><br><ul><li>`A````js<br>let discountPrice = function (price) {<br>return price * 0.85;<br>};<br>```<br></li><li>`B````js<br>let discountPrice(price) {<br>return price * 0.85;<br>};<br>```<br></li><li>`C````js<br>let function = discountPrice(price) {<br>return price * 0.85;<br>};<br>```<br></li><li>`D````js<br>discountPrice = function (price) {<br>return price * 0.85;<br>};<br>```<br></li></ul>,<ul><li>`A````js<br>let discountPrice = function (price) {<br>return price * 0.85;<br>};<br>```<br></li><li>`D````js<br>discountPrice = function (price) {<br>return price * 0.85;<br>};<br>```<br></li></ul><br><br>[Reference defining javascript functions](https://www.w3schools.com/js/js_functions.asp)<br>
<b> What is the result in the console of running the code shown?</b><br><br>```js<br>var Storm = function () {};<br>Storm.prototype.precip = 'rain';<br>var WinterStorm = function () {};<br>WinterStorm.prototype = new Storm();<br>WinterStorm.prototype.precip = 'snow';<br>var bob = new WinterStorm();<br>console.log(bob.precip);<br>```<br><br><ul><li>Storm()</li><li>undefined</li><li>'rain'</li><li>'snow'</li></ul>,'snow'<br><br>[Reference prototype chain](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain)<br>
"<b> You need to match a time value such as </b><br><ul><li>`/[0-9]{2,}:[0-9]{2,}:[0-9]{2,}/`</li><li>`/\d\d:\d\d:\d\d/`</li><li>`/[0-9]+:[0-9]+:[0-9]+/`</li><li>`/ : : /`</li></ul>","`/\d\d:\d\d:\d\d/`<br><br>**NOTE**: The first three are all partially correct and will match digits, but the **second option is the most correct** because it will **only** match **2 digit** time values (12:00:32). The first option would have worked if the repetitions range looked like `[0-9]{2}`, however because of the **comma** `[0-9]{2,}` it will select 2 **or more** digits (120:000:321). The third option will any range of time digits, single _and_ multiple (meaning `1:2:3` will also match).<br>**More resources:**<br>1. [Repeating characters](https://regexone.com/lesson/repeating_characters)<br>2. [Kleene operators](https://regexone.com/lesson/kleene_operators)<br>"
"<b> What is the result in the console of running this code?</b><br><br>```js<br>'use strict';<br>function logThis() {<br>this.desc = 'logger';<br>console.log(this);<br>}<br>new logThis();<br>```<br><br><ul><li>`undefined`</li><li>`window`</li><li>`{desc: ""logger""}`</li><li>`function`</li></ul>","`{desc: ""logger""}`<br><br>[Reference javascript classes](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Classes)<br>"
"<b> How would you reference the text 'avenue' in the code shown?</b><br><br>```js<br>let roadTypes = ['street', 'road', 'avenue', 'circle'];<br>```<br><br><ul><li>roadTypes.2</li><li>roadTypes\[3\]</li><li>roadTypes.3</li><li>roadTypes\[2\]</li></ul>",roadTypes\[2\]<br><br>[Reference accessing javascript arrays](https://www.w3schools.com/js/js_arrays.asp)<br>
<b> What is the result of running this statement?</b><br><br>```js<br>console.log(typeof 42);<br>```<br><br><ul><li>`'float'`</li><li>`'value'`</li><li>`'number'`</li><li>`'integer'`</li></ul>,`'number'`<br><br>[Reference javascript data types](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures)<br>
<b> Which property references the DOM object that dispatched an event?</b><br><ul><li>`self`</li><li>`object`</li><li>`target`</li><li>`source`</li></ul>,`target`<br><br>[Reference DOM events](https://www.w3schools.com/jsref/dom_obj_event.asp)<br>
"<b> You're adding error handling to the code shown. Which code would you include within the if statement to specify an error message?</b><br><br>```js<br>function addNumbers(x, y) {<br>if (isNaN(x) || isNaN(y)) {<br>}<br>}<br>```<br><br><ul><li>`exception('One or both parameters are not numbers')`</li><li>`catch('One or both parameters are not numbers')`</li><li>`error('One or both parameters are not numbers')`</li><li>`throw('One or both parameters are not numbers')`</li></ul>",`throw('One or both parameters are not numbers')`<br><br>[Reference javascript throw](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/throw)<br>
<b> Which method converts JSON data to a JavaScript object?</b><br><ul><li>`JSON.fromString();`</li><li>`JSON.parse()`</li><li>`JSON.toObject()`</li><li>`JSON.stringify()`</li></ul>,`JSON.parse()`<br><br>[Reference convert json to javascript object](https://www.w3schools.com/js/js_json_parse.asp)<br>
<b> When would you use a conditional statement?</b><br><ul><li>When you want to reuse a set of statements multiple times.</li><li>When you want your code to choose between multiple options.</li><li>When you want to group data together.</li><li>When you want to loop through a group of statement.</li></ul>,When you want your code to choose between multiple options.<br><br>[Reference javascript conditionals](https://www.javascript.com/learn/conditionals)<br>
<b> What would be the result in the console of running this code?</b><br><br>```js<br>for (var i = 0; i < 5; i++) {<br>console.log(i);<br>}<br>```<br><br><ul><li>1 2 3 4 5</li><li>1 2 3 4</li><li>0 1 2 3 4</li><li>0 1 2 3 4 5</li></ul>,0 1 2 3 4<br><br>[Reference javascript for loops](https://www.w3schools.com/js/js_loop_for.asp)<br>
<b> Which Object method returns an iterable that can be used to iterate over the properties of an object?</b><br><ul><li>`Object.get()`</li><li>`Object.loop()`</li><li>`Object.each()`</li><li>`Object.keys()`</li></ul>,`Object.keys()`<br><br>[Reference javascript object static methods](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object#static_methods)<br>
"<b> What will be logged to the console?</b><br><br>```js<br>var a = ['dog', 'cat', 'hen'];<br>a[100] = 'fox';<br>console.log(a.length);<br>```<br><br><ul><li>101</li><li>3</li><li>4</li><li>100</li></ul>",101
<b> What is one difference between collections created with Map and collections created with Object?</b><br><ul><li>You can iterate over values in a Map in their insertion order.</li><li>You can count the records in a Map with a single method call.</li><li>Keys in Maps can be strings.</li><li>You can access values in a Map without iterating over the whole collection.</li></ul>,"You can count the records in a Map with a single method call.<br><br>**Explanation:** `Map.prototype.size returns the number of elements in a Map, whereas Object does not have a built-in method to return its size.`<br>[Reference map methods javascript](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Map)<br>"
<b> What is the value of dessert.type after executing this code?</b><br><br>```js<br>const dessert = { type: 'pie' };<br>dessert.type = 'pudding';<br>```<br><br><ul><li>pie</li><li>The code will throw an error.</li><li>pudding</li><li>undefined</li></ul>,pudding<br><br>[Reference working with js objects](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Working_with_Objects)<br>
<b> </b><br><ul><li>ReferenceError</li><li>true</li><li>0</li><li>false</li></ul>,0<br><br>[Reference boolean logic](https://ntgard.medium.com/https-medium-com-ntgard-boolean-logic-in-javascript-part-1-3371af974f19)<br>
<b> Which of the following operators can be used to do a short-circuit evaluation?</b><br><ul><li>`++`</li><li>`--`</li><li>`==`</li><li>`||`</li></ul>,`||`<br><br>[Reference short circuit javascript](https://codeburst.io/javascript-what-is-short-circuit-evaluation-ff22b2f5608c)<br>
<b> Which statement sets the Person constructor as the parent of the Student constructor in the prototype chain?</b><br><ul><li>`Student.parent = Person;`</li><li>`Student.prototype = new Person();`</li><li>`Student.prototype = Person;`</li><li>`Student.prototype = Person();`</li></ul>,`Student.prototype = new Person();`<br><br>[Reference prototype object js](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Inheritance_and_the_prototype_chain)<br>
"<b> Why would you include a ""use strict"" statement in a JavaScript file?</b><br><ul><li>to tell parsers to interpret your JavaScript syntax loosely</li><li>to tell parsers to enforce all JavaScript syntax rules when processing your code</li><li>to instruct the browser to automatically fix any errors it finds in the code</li><li>to enable ES6 features in your code</li></ul>",to tell parsers to enforce all JavaScript syntax rules when processing your code<br><br>[Reference what is use strict in js](https://www.w3schools.com/js/js_strict.asp)<br>
<b> Which Variable-defining keyword allows its variable to be accessed (as undefined) before the line that defines it?</b><br><ul><li>all of them</li><li>`const`</li><li>`var`</li><li>`let`</li></ul>,`var`<br><br>[Reference var vs let vs const in js](https://www.freecodecamp.org/news/var-let-and-const-whats-the-difference/)<br>
"<b> Which of the following values is not a Boolean false?</b><br><ul><li>`Boolean(0)`</li><li>`Boolean("""")`</li><li>`Boolean(NaN)`</li><li>`Boolean(""false"")`</li></ul>","`Boolean(""false"")`<br><br>[Reference boolean of a string](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Boolean)<br>"
<b> Which of the following is not a keyword in JavaScript?</b><br><ul><li>`this`</li><li>`catch`</li><li>`function`</li><li>`array`</li></ul>,`array`<br><br>[Reference js reserved words](https://www.w3schools.com/js/js_reserved.asp)<br>
<b> Which variable is an implicit parameter for every function in JavaScript?</b><br><ul><li>Arguments</li><li>args</li><li>argsArray</li><li>argumentsList</li></ul>,Arguments<br><br>[Reference implicit js parameters for functions](https://www.codeproject.com/Tips/1221966/JavaScript-Functions-Implicit-Parameters)<br>
"<b> For the following class, how do you get the value of </b><br><br>```js<br>class X {<br>get Y() {<br>return 42;<br>}<br>}<br>var x = new X();<br>```<br><br><ul><li>`x.get('Y')`</li><li>`x.Y`</li><li>`x.Y()`</li><li>`x.get().Y`</li></ul>",`x.Y`<br><br>[Reference getters](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/get)<br>
